file_name_x,file_path_x,folder_name_x,details_x,indicator_status_x,read_status_x,id_lt_x,file_name_y,file_path_y,folder_name_y,details_y,indicator_status_y,read_status_y,id_lt_y,score
GRADE_3_CURRICULUM_DESIGNS-_Measurement_Time_SL_page-18-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Measurement_Time_SL_page-18-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""2.0\nMeasurement\n""},""Sub-strand"":{""0"":""2.4 Time\n(10 lessons)""},""Specific Learning\nOutcome"":{""0"":""By the end of the sub-strand,\nthe learner should be able to:\na. Identify the minute as a unit\nof measuring time,\nb. Read and tell time using the\ndigital clock,\nc. Read and tell time using \u2018past\u2019\nand \u2018to\u2019 the hour using the clock\nface,\nd. Write time using \u2018past\u2019 and \u2018to\u2019 the\nhour,\ne. Estimate time in hours,\nf. Add and subtract time involving\nhours and minutes without\nconversion in real life""},""Suggested Learning Experiences"":{""0"":""? Learners to discuss the divisions on a clock face\nand what each division represents.\n? Learners to read time on a digital clock\n? Learners in pairs\/groups to discuss the\nrelationship between hours and minutes using a\nclock face.\n? Learners in pairs\/groups to read, tell and write\ntime using \u2018past\u2019 and \u2018to\u2019 the hour.\n? Learners in pairs\/groups to estimate time in\nhours.\n? Learners in pairs\/groups to add and subtract\ntime involving hours and minutes without\nconversion in real life situations.\n""},""Key Inquiry\nQuestion(s)"":{""0"":""How do we\nconvert hours\nto minutes""}}",False,True,0,GRADE_3_CURRICULUM_DESIGNS-_Measurement_Time_AR_page-18-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Measurement_Time_AR_page-18-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""Correctly: reads, tells, writes\ntime using \u2018past\u2019 and \u2018to\u2019 the\nhour, estimates time in hours and\nminutes, adds and subtracts time\ninvolving hours and minutes\nwithout conversion in real life\nsituations with ease.""},""Meets Expectations"":{""0"":""Correctly: reads, tells, writes\ntime using \u2018past\u2019 and \u2018to\u2019 the\nhour, estimates time in hours,\nadds and subtracts time involving\nhours and minutes without\nconversion in real life situations.""},""Approaches Expectations"":{""0"":""Inconsistently: reads, tells, writes\ntime using \u2018past\u2019 and \u2018to\u2019 the\nhour, estimates time in hours,\nadds and subtracts time involving\nhours and minutes without\nconversion in real life situations.""},""Below Expectations"":{""0"":""Major inaccuracies in: reading,\ntelling, writing time using \u2018past\u2019\nand \u2018to\u2019 the hour, estimating time\nin hours, adding and subtracting\ntime involving hours and minutes\nwithout conversion in real life\nsituations""}}",True,True,0,0.95628047
GRADE_3_CURRICULUM_DESIGNS-_Measurement_Capacity_SL_page-16-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Measurement_Capacity_SL_page-16-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""2.0\nMeasurement""},""Sub-strand"":{""0"":""2.3 Capacity\n(8 lessons)""},""Specific Learning\nOutcome"":{""0"":""By the end of the sub-strand,\nthe learner should be able\nto:\na. Measure capacity in litres,\nb.\nAdd and subtract capacity in\nlitres,\nc.\nEstimate capacity up to\n5 litres.""},""Suggested Learning Experiences"":{""0"":""? Learners in pairs\/groups measure capacity of\ndifferent containers in litres.\n? Learners to add and subtract capacity in litres\nin real life situations.\n? Learners to estimate capacity up to 5\nlitres and measure to confirm.\n? Learners play digital games involving\ncapacity.""},""Key Inquiry\nQuestion(s)"":{""0"":""What can we use\nto measure\ncapacity?""}}",False,True,1,GRADE_3_CURRICULUM_DESIGNS-_Measurement_Capacity_AR_page-16-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Measurement_Capacity_AR_page-16-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""? Correctly: measures\ncapacity in litres, adds\nand subtracts capacity in\nlitres in real life\nexperiences and\nestimates capacity up to\n5 litres and beyond.""},""Meets Expectations"":{""0"":""Correctly: measures\ncapacity in litres, adds\nand subtracts capacity in\nlitres in real life\nexperiences and\nestimates capacity up to\n5 litres""},""Approaches Expectations"":{""0"":""Inconsistently: measures\ncapacity in litres, adds\nand subtracts capacity in\nlitres in real life\nexperiences and\nestimates capacity up to\n5 litres""},""Below Expectations"":{""0"":""Major inaccuracies in:\nmeasuring capacity in\nlitres, adding and\nsubtracting capacity in\nlitres in real life\nexperiences and\nestimating capacity up to\n5 litres""}}",True,True,9,0.96692836
GRADE_3_CURRICULUM_DESIGNS-_Measurement_Mass_SL_page-15-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Measurement_Mass_SL_page-15-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""2.0\nMeasurement""},""Sub-strand"":{""0"":""2.2 Mass\n(6 lessons)""},""Specific Learning\nOutcome"":{""0"":""By the end of the sub-strand,\nthe learner should be able to:\na. Measure mass in kilograms,\nb.\nAdd and subtract mass in\nkilograms,\nc.\nEstimate mass up to 5\nkilograms.""},""Suggested Learning Experiences"":{""0"":""? Learners to measure mass in kilograms using\na beam balance.\n? Learners to make masses of 1kg using sand\/\nsoil by measuring against the kilogram\nstandard unit.\n? Learners to add and subtract mass in\nkilograms in real life situations.\n? Learners to use a 5kg mass to compare\nother masses.\n? Learners to estimate mass up to 5kg and\nmeasure to confirm.\n? Learners to play digital games involving\nmass.\n""},""Key Inquiry\nQuestion(s)"":{""0"":""How can you make a\n1kg mass using a beam\nbalance?\nCore competencies to be developed: communication and collaboration, imagination and creativity, critical thinking and problem solving, self-""}}",False,True,2,GRADE_3_CURRICULUM_DESIGNS-_Measurement_Mass_AR_page-15-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Measurement_Mass_AR_page-15-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""Correctly: measures mass\nin kilograms adds and\nsubtracts mass in\nkilograms and estimates\nmass up to 5kg and\nbeyond.\n""},""Meets Expectations"":{""0"":""? Correctly: measures mass\nin kilograms adds and\nsubtracts mass in\nkilograms and estimates\nmass up to 5kg.""},""Approaches Expectations"":{""0"":""Inconsistently: measures\nmass in kilograms adds\nand subtracts mass in\nkilograms and estimates\nmass up to 5kg.""},""Below Expectations"":{""0"":""Major inaccuracies in:\nmeasuring mass in\nkilograms, adding and\nsubtracting mass in\nkilograms and estimating\nmass up to 5kg""}}",True,True,3,0.957393
GRADE_3_CURRICULUM_DESIGNS-_Number_Addition_SL_page-7-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Number_Addition_SL_page-7-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""1.0\nNumbers""},""Sub-strand"":{""0"":""1.2 Addition\n(25 lessons)""},""Specific Learning\nOutcome"":{""0"":""By the end of the sub-strand, the\nlearner should be able to:\na.\nAdd a 3- digit number to up to a 2 -\ndigit number without regrouping\nwith sum not exceeding 1000,\nb.\nAdd a 3- digit number to up to a 2-\ndigit number with single\nregrouping with sum not exceeding\n1000,\nc.\nAdd three single digit numbers\nwith sum up to 27,\nd.\nAdd two 3- digit numbers without\nregrouping,\ne.\nAdd two 3- digit numbers with single\nregrouping with sum not exceeding\n1000,\nf. Work out missing numbers in\npatterns involving addition up to\n1000,\ng.\nCreate number patterns involving\naddition up to 1000.""},""Suggested Learning Experiences"":{""0"":""? Learners to add up to two 3- digit\nnumbers without and with\nregrouping with sum not exceeding\n1000.\n? Learners to practice adding\nhorizontally and vertically.\n? Learners in pairs to come up with\ndifferent ways of adding 3- single\ndigit numbers.\n? Learners to play digital games\ninvolving addition.\n? Learners to create and work out\nmissing numbers in patterns involving\naddition up to 1000.""},""Key Inquiry\nQuestion(s)"":{""0"":""? How do you\narrange numbers\nwhen adding\nvertically\n? How do you\nidentify the first\ntwo numbers to\nadd when adding\nthree single digit\nnumbers?\n? How can you get\nthe next number in\na given pattern?""}}",False,True,3,GRADE_3_CURRICULUM_DESIGNS-_Number_Addition_AR_page-7-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Number_Addition_AR_page-7-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""? Correctly: adds a 3- digit\nnumber to up to 3- digit\nnumbers with double\nregrouping with sum not\nexceeding 1000,works out\nmissing numbers in\nnumber patterns up to\n1000, creates patterns\ninvolving addition up to\n1000.""},""Meets Expectations"":{""0"":""? Correctly: adds a 3- digit\nnumber to up to 3- digit\nnumbers with single\nregrouping with sum not\nexceeding 1000 works out\nmissing numbers in\nnumber patterns up to\n1000, creates patterns\ninvolving addition up to\n1000.""},""Approaches Expectations"":{""0"":""? Inconsistently: adds a 3-\ndigit number to up to 3-\ndigit numbers with single\nregrouping with sum not\nexceeding 1000, works\nout missing numbers in\nnumber patterns up to\n1000, creates patterns\ninvolving addition up to\n1000.""},""Below Expectations"":{""0"":""? Major inaccuracies in:\nadding a 3- digit number\nto up to 3- digit\nnumbers with single\nregrouping with sum not\nexceeding 1000,\nworking out missing\nnumbers in number\npatterns up to 1000,\ncreating patterns\ninvolving addition up to 1000""}}",True,True,7,0.9679823
GRADE_3_CURRICULUM_DESIGNS-_Measurement_Money_SL_page-19-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Measurement_Money_SL_page-19-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""2.0\nMeasurement""},""Sub-strand"":{""0"":""2.5 Money\n(10 lessons)""},""Specific Learning\nOutcome"":{""0"":""By the end of the sub-strand, the\nlearner should be able to:\na.\nIdentify Kenyan currency notes up\nto sh.1000,\nb.\nCount money in different denominations\nup to sh.1000,\nc.\nAdd and subtract money involving up\nto sh.1000,\nd.\nCarry out shopping activities involving\nchange and balance,\ne.\nRelate money to goods and services up\nto sh.1000,\nf.\nDifferentiate between needs and wants,\ng.\nAppreciate spending and saving of\nmoney in real life situations.""},""Suggested Learning Experiences"":{""0"":""? Learners in pairs\/groups to sort out\nKenyan currency notes according to\ntheir value and features up to\nsh.1000.\n? Learners in pairs\/groups to practice\naddition and subtraction of money\nin real life situations up to sh.1000.\n? Learners in pairs\/groups to practice\ngiving change and balance using\nimitation money up to sh.1000 in\nshopping activities.\n? Learners in pairs\/groups to share\nown experiences in relation to\nshopping activities\n? Learners in pairs\/groups to discuss\nitems they cannot do without and\nthose that are necessary but they\ncan do without.\n? Learners in pairs\/groups to classify\nneeds and wants.\n? Learners to play digital games involving money""},""Key Inquiry\nQuestion(s)"":{""0"":""What is the difference\nbetween needs and\nwants?""}}",False,True,4,GRADE_3_CURRICULUM_DESIGNS-_Measurement_Money_AR_page-19-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Measurement_Money_AR_page-19-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""Correctly: identifies Kenyan\ncurrency notes up to sh.\n1000,counts money in different\ndenominations, adds, subtracts,\ncarries out shopping activities\nabove sh.1000, relates money to\ngoods and services, differentiates\nneeds and wants, explains\nmeaning of spending and saving\nin real life situations.""},""Meets Expectations"":{""0"":""Correctly: identifies Kenyan\ncurrency notes up to sh. 1000,counts\nmoney in different denominations,\nadds, subtracts, carries out shopping\nactivities within sh.1000, relates\nmoney to goods and services,\ndifferentiates needs and wants,\nexplains meaning of spending and\nsaving in real life situations""},""Approaches Expectations"":{""0"":""Inconsistently: identifies Kenyan\ncurrency notes up to\nsh.1000,counts money in different\ndenominations, adds, subtracts,\ncarries out shopping activities\nwithin sh.1000, relates money to\ngoods and services, differentiates\nneeds and wants, explains\nmeaning of spending and saving in\nreal life situations.""},""Below Expectations"":{""0"":""Major inaccuracies in: identifying Kenya\ncurrency notes up to sh.1000, counting\nmoney in different denominations, adding,\nsubtracting, carrying out shopping activities\nwithin sh.1000, relating money to goods\nand services, differentiating needs and\nwants, explaining meaning of spending and\nsaving in real life situations.""}}",True,True,2,0.96589524
GRADE_3_CURRICULUM_DESIGNS-_Number_Division_SL_page-12-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Number_Division_SL_page-12-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""1.0\nNumbers""},""Sub-strand"":{""0"":""1.7 Division\n(8 lessons)""},""Specific Learning\nOutcome"":{""0"":""By the end of the sub-strand,\nthe learner should be able to:\na)\nRepresent division as repeated\nsubtraction up to 5 times,\nb)\nShow relationship between\nmultiplication and division using\nmathematical sentences up to\n9  \u00d7 10 = 90.""},""Suggested Learning Experiences"":{""0"":""? Learners to take away from a group a\nspecific number of objects at a time\nuntil all are finished and then count\nthe number of small groups formed.\n? Learners to represent division as\nrepeated subtraction up to 5\ntimes.\n? Learners to discuss the relationship\nbetween division and multiplication\nusing the multiplication table.\n? Learners in pairs\/ groups to\npractice how to divide numbers\nrelated to multiplication of up to\n? 9 \u00d7 10 = 90.\n? Learners to play digital games""},""Key Inquiry\nQuestion(s)"":{""0"":""1) How can we divide\nnumbers using\nsubtraction?\n2) How can we use\nthe multiplication\ntable to work out\ndivision questions?""}}",False,True,5,GRADE_3_CURRICULUM_DESIGNS-_Number_Division_AR_page-12-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Number_Division_AR_page-12-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""Correctly represents\ndivision as repeated\nsubtraction up to more\nthan 5 times and relates\ndivision to\nmultiplication up to 9\nx10 = 90.""},""Meets Expectations"":{""0"":""Correctly represents\ndivision as repeated\nsubtraction up to 5 times\nand relates division to\nmultiplication up to\n9x10= 90.""},""Approaches Expectations"":{""0"":""Inconsistently:\nrepresents division as\nrepeated subtraction up\nto 5 times, relates\ndivision to\nmultiplication up to 9\nx10 = 90.\n""},""Below Expectations"":{""0"":""Major inaccuracies in:\nrepresenting division as\nrepeated subtraction up\nto 5 times and in\nrelating division to\nmultiplication up to 9\nx10 = 90.""}}",True,True,8,0.96493924
GRADE_3_CURRICULUM_DESIGNS-_Number_Multiplication_SL_page-10-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Number_Multiplication_SL_page-10-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""1.0 Numbers""},""Sub-strand"":{""0"":""1.6\nMultiplication\n(10 lessons)""},""Specific Learning\nOutcome"":{""0"":""By the end of the sub-strand,\nthe learner should be able to:\n? Multiply single digit\nnumbers by numbers 1-10 in\ndifferent contexts.""},""Suggested Learning Experiences"":{""0"":""? Learners in pairs\/groups to\nmultiply single digit\nnumbers by numbers1-10\nusing:\n? -groups of objects\n? -repeated addition\n? -multiplication table.\n? Learners to play digital\ngames involving\nmultiplication.""},""Key Inquiry\nQuestion(s)"":{""0"":""1) How can you work\nout multiplication\nusing repeated\naddition?\n2) How can we get the\nanswer to a\nmultiplication question\nusing the\nmultiplication table?""}}",False,True,6,GRADE_3_CURRICULUM_DESIGNS-_Number_Multiplication_AR_page-10-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Number_Multiplication_AR_page-10-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""? Correctly multiplies\nsingle digit numbers by\nnumbers 1-10 and\nbeyond.""},""Meets Expectations"":{""0"":""Correctly multiplies\nsingle digit numbers by\nnumbers 1-10.\n""},""Approaches Expectations"":{""0"":""Inconsistently multiplies\nsingle digit numbers by\nnumbers 1-10.""},""Below Expectations"":{""0"":""Major inaccuracies in\nmultiplying single digit\nnumbers by numbers 1-\n10.""}}",True,True,6,0.96847767
GRADE_3_CURRICULUM_DESIGNS-_Number_Whole_Numbers_SL_page-3-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Number_Whole_Numbers_SL_page-3-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""1.0\nNumbers""},""Sub Strand"":{""0"":""1.2 Whole\nNumbers\n(20 lessons)""},""Specific Learning Outcomes"":{""0"":""By the end of the sub-\nstrand, the learner\nshould be able to:\na.\nCount numbers forward\nand backward from 1-\n1000,\nb.\nIdentify place value up\nto thousands,\nc.\nRead numbers 1-1000 in\nsymbols,\nd.\nRead and write numbers\n1-100 in words,\ne.\nIdentify missing numbers\nin number patterns up to\n1000,\nf.\nAppreciate number\npatterns as they skip on a\nnumber line.""},""Suggested Learning Experiences"":{""0"":""? Learners in pairs\/groups to count in 2\u2019s and 5\u2019s\nforward and backward starting from any point.\n? Learners in pairs\/groups to count their fingers\nand toes in 2\u2019s and 10\u2019s forward and backward\nstarting from any point.\n? Learners in pairs \/ groups to discuss place\nvalue up to thousands.\n? Learners in pairs \/ groups to compete\nreading numbers 1-1000 in symbols.\n? Learners to read and write numbers 1-100\nin words.\n? Learners to play digital games involving\nwhole numbers.\n? Learners in pairs\/groups to make number\npatterns up to 1000 and share with other groups.""},""Key Inquiry Question"":{""0"":""How would you get\nthe\ntotal\nnumber\nof\npeople\nin\na\ngroup?""}}",False,True,7,GRADE_3_CURRICULUM_DESIGNS-_Number_Whole_Numbers_AR_page-3-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Number_Whole_Numbers_AR_page-3-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""Correctly: counts numbers from 1\n-1000, reads and writes numbers\n1-100 in words, reads and writes\nnumber symbols from 1 - 1000,\nidentifies place value up to\nthousands, works out missing\nnumbers in patterns up to 1000\nwith ease.""},""Meets Expectations"":{""0"":""Correctly: counts numbers from 1\n- 1000, reads and writes\nnumbers 1-100 in words, reads\nand writes number symbols from\n1 - 1000, identifies place value\nup to thousands, works out\nmissing numbers in patterns up\nto 1000.""},""Approaches Expectations"":{""0"":""Inconsistently: counts numbers\nfrom 1 -1000, reads and writes\nnumbers 1-100 in words, reads\nand writes number symbols from\n1 -1000, identifies place value up\nto thousands, works out missing\nnumbers in patterns up to 1000.""},""Below Expectations"":{""0"":""Major inaccuracies in: counting\nnumbers from 1 - 1000,\nreading and writing numbers 1-\n100 in words, reading and\nwriting number symbols from\n1- 1000, identifying place\nvalue up to thousands, working\nout missing numbers in patterns up to 1000\n""}}",True,True,11,0.9673395
GRADE_3_CURRICULUM_DESIGNS-_Geometry_Position_and_Direction_SL_page-15-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Geometry_Position_and_Direction_SL_page-15-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""3.0\nGeometry""},""Sub-strand"":{""0"":""3.1 Position\nand Direction\n(5 lessons)""},""Specific Learning\nOutcome"":{""0"":""By the end of the sub-strand, the\nlearner should be able to:\na) Move along a straight line from a point,\nb) Turn to the right from a point,\nc) Turn to the left from a point.""},""Suggested Learning Experiences"":{""0"":""? Learners in pairs \/groups to move\nalong a straight line from a given\npoint.\n? Learners in pairs\/groups to move\nstraight along the outside of their\nclassroom and then turn to the right\nor left.\n? Learners in pairs practice moving\nalong a straight line and turning left\nor right.\n? Learners to play digital games on\nmovement.""},""Key Inquiry\nQuestion(s)"":{""0"":""What do you do\nwhen you get to\na road junction?""}}",False,True,8,GRADE_3_CURRICULUM_DESIGNS-_Geometry_Position_and_Direction_AR_page-15-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Geometry_Position_and_Direction_AR_page-15-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""Correctly demonstrates\nmovement along a\nstraight line and\nturning to the right or\nleft with ease""},""Meets Expectations"":{""0"":""Correctly demonstrates\nmovement along a\nstraight line and\nturning to the right or\nleft.""},""Approaches Expectations"":{""0"":""Inaccurately:\ndemonstrates movement\nalong a straight line,\nand turning to the right\nor left.""},""Below Expectations"":{""0"":""Major inaccuracies in:\ndemonstrating movement\nalong a straight line and\nturning to the right or\nleft.""}}",True,True,5,0.96432376
GRADE_3_CURRICULUM_DESIGNS-_Geometry_Shapes_SL_page-23-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Geometry_Shapes_SL_page-23-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Strand"":{""0"":""3.0\nGeometry""},""Sub-strand"":{""0"":""3.2 Shapes\n(4 lessons)""},""Specific Learning\nOutcome"":{""0"":""By the end of the sub-strand,\nthe learner should be able to:\na) Make patterns involving rectangles,\ncircles, triangles, ovals and squares,\nb) Appreciate making patterns involving\nrectangles, circles, triangles, ovals and\nsquares.""},""Suggested Learning Experiences"":{""0"":""? Learners to sort and group items of\ndifferent shapes.\n? Learners in pairs \/groups to discuss the types\nof lines making various shapes.\n? Learners to identify and name the\ndifferent shapes found in their\nenvironment.\n? Learners to make patterns using the\nfive shapes.\n? Learners in groups to make patterns,\ncolour them and share with other groups.\n? Learners to play digital games involving\nshapes.""},""Key Inquiry\nQuestion(s)"":{""0"":""What shapes can\nyou identify in\nyour school?""}}",False,True,9,GRADE_3_CURRICULUM_DESIGNS-_Geometry_Shapes_AR_page-23-table-1.csv,../data/processed/cbc_math/Grade 3 Curriculum designs Maths CSV/GRADE_3_CURRICULUM_DESIGNS-_Geometry_Shapes_AR_page-23-table-1.csv,Grade 3 Curriculum designs Maths CSV,"{""Exceeds Expectations"":{""0"":""Correctly makes patterns\ninvolving rectangles,\ncircles, triangles, ovals\nand squares with ease.""},""Meets Expectations"":{""0"":"" Correctly makes patterns\ninvolving rectangles,\ncircles, triangles, ovals\nand squares.""},""Approaches Expectations"":{""0"":""? Inaccurately makes\npatterns involving\nrectangles, circles,\ntriangles, ovals and\nsquares.""},""Below Expectations"":{""0"":""? Major inaccuracies in\nmaking patterns involving\nrectangles, circles,\ntriangles, ovals and\nsquares""}}",True,True,10,0.9607384
